bottom_lip_x,bottom_lip_y,chin_x,chin_y,left_eye_x,left_eye_y,left_eyebrow_x,left_eyebrow_y,nose_bridge_x,nose_bridge_y,nose_tip_x,nose_tip_y,right_eye_x,right_eye_y,right_eyebrow_x,right_eyebrow_y,top_lip_x,top_lip_y,Output
93.16666667,157.75,78.64705882,155.3529412,68.83333333,112.1666667,66.2,101.4,98.5,123,97.4,140.4,107.1666667,111.8333333,111,101.8,93.75,151.1666667,1
85.66666667,159.9166667,103.3529412,151.6470588,74,110.8333333,71.2,99,79.5,122.75,80.8,141,104.8333333,112,104.6,98.6,84.66666667,153,0
85.83333333,158.1666667,92.17647059,156.5294118,68.33333333,113.8333333,63.6,97.6,82.5,122.5,83.4,141,107.3333333,112.1666667,112,96.2,85.58333333,151.8333333,0
90.83333333,159.5833333,82.64705882,150.5882353,70.5,112.8333333,68.4,99.2,93.5,123.25,92.4,139.8,107.1666667,113,112.2,99.6,90.75,151.4166667,0
83.91666667,160.5833333,90.70588235,153.8235294,66.66666667,112.8333333,62.6,100,79.75,125,80.2,142.2,107.3333333,114.8333333,111.4,101.2,84.16666667,151.5833333,0
92.25,155.5,82.05882353,154.1764706,70.33333333,111.5,69.4,100.8,96.5,120.75,95.6,139.6,105.6666667,112.3333333,106.4,101.6,92.58333333,154.0833333,1
90.66666667,157.9166667,87,155.8235294,67.33333333,113.3333333,63.8,98.8,92.75,120.25,91.8,137.4,110.6666667,114.1666667,115.6,100.4,90.83333333,149.25,1
86.41666667,156.5833333,96.76470588,149.6470588,70.5,111.1666667,65.4,99.2,82.25,122,84,140.6,108,111.3333333,109.8,98.6,86.33333333,152.8333333,0
82.5,160.5,98.41176471,156.4117647,69.33333333,110.6666667,66.4,99,75.5,123.5,76.8,143,106.3333333,112.6666667,108.4,99.6,82,153.8333333,0
88.16666667,158.8333333,88,152.5882353,67.66666667,113,64.6,101.4,87.25,125.5,87.4,142.8,108.1666667,114,112.4,103,88,152.9166667,0
88.66666667,158.0833333,86.70588235,148.4117647,69,113,66,101.4,91.25,127,90.8,146.6,109.3333333,109.8333333,112,97.6,88.91666667,155.4166667,1
88.41666667,155.3333333,89.58823529,146.5882353,69.66666667,111.8333333,66.6,101.8,87.75,124,88.2,140,108.5,112.1666667,110.2,101,88.33333333,150.25,0
88.08333333,160.4166667,88.82352941,154.8823529,69.5,113,64.8,99.2,88.5,121.5,88,138.2,109.5,114.3333333,114.4,100.4,88.16666667,150.1666667,0
88.5,159.75,89.94117647,152.9411765,69.5,113.5,67,100.2,88,125.5,88.2,144,108.8333333,113.3333333,111.4,100.2,88.58333333,153.5,0
91.41666667,154.8333333,81.35294118,148.1176471,69.5,111.1666667,68.6,98.2,93.75,121.75,92.6,140,106.3333333,112.6666667,110.2,102.2,91,151.5,1
,,,,,,,,,,,,,,,,,,0
90.83333333,156.3333333,79.64705882,154.9411765,68.83333333,112.5,67.4,100.8,95,120,93.2,139.2,105,114,108.2,101.8,91,153.4166667,1
87.91666667,158.6666667,89.64705882,162.1176471,71.33333333,111,67.8,104,88.25,122.25,88,140,105.5,112.6666667,108.2,105.6,88.16666667,153.3333333,1
88.83333333,155.75,89.17647059,151.8823529,69.66666667,112.3333333,66.2,105,88,124,88,141.4,107.1666667,112.3333333,110.2,104.8,88.91666667,153,1
88.83333333,157,89.05882353,148.8235294,68.66666667,113,65.6,103.6,89,124.5,89,140.8,108.5,113,112.4,104,88.91666667,151.4166667,0
86.58333333,158.25,91.11764706,152.9411765,68.5,112.6666667,66.4,102.8,84.5,126.5,85.2,144.2,108,113.1666667,110.6,101.4,87,152.5,0
87.33333333,157.6666667,93.17647059,150.1764706,69.5,113.1666667,64.2,99.8,85.5,123.5,86.2,141.8,107.5,112,110.8,98.8,86.91666667,152.5833333,0
96.91666667,159.1666667,71.94117647,154.0588235,71.66666667,109,69.6,95.6,102.75,118.75,102,138.2,102.6666667,108.6666667,106.2,93.6,97.5,154.1666667,0
86.58333333,161,94.47058824,155.7647059,67.33333333,111.6666667,63.6,100,78.75,127.25,80.8,146.4,107,114.1666667,107.6,101.8,86,153.25,0
88.91666667,163,89.82352941,153.8823529,69,112,67,100.2,90,123,89.8,142.8,108,113.1666667,109.8,100.6,88.75,154,0
87.83333333,156.1666667,91.82352941,155.8235294,69.5,112.5,66.4,100.8,87.5,119.75,87.2,137.6,108.6666667,112.6666667,111.4,99.8,88.33333333,149.5,0
86.58333333,161.0833333,90,156.5294118,65.83333333,112.6666667,61.4,98.6,83.75,124.75,84.4,142.8,108.8333333,113.1666667,112.4,98.4,86.5,151.25,0
89.75,154.75,86.64705882,149.9411765,70.83333333,111.5,71,98.6,91.75,120.5,91.2,139.2,107.1666667,112.5,109.6,100.8,89.91666667,150.4166667,0
87.16666667,157.75,92.88235294,152.1764706,69.66666667,112.3333333,66.8,101,84.75,121.5,85.4,139.4,107,113.3333333,108.4,100.6,87.16666667,151.8333333,0
88.33333333,154.6666667,88.70588235,156.8823529,69.33333333,113,67,99.8,88,116.5,88.2,134.8,107.6666667,113.3333333,109.4,100,88.16666667,147.25,0
89.25,162.4166667,80.94117647,153.0588235,69.5,114.1666667,67.4,103.2,96.25,126.75,94.6,143.6,110.3333333,113.3333333,113.4,103,89.91666667,151.8333333,0
89,155.25,87.82352941,149.2352941,68.83333333,112.3333333,67.8,99.6,90,123,89.6,140,110.6666667,113.3333333,113.8,101.2,89.16666667,150.8333333,0
88.91666667,156.1666667,88.52941176,157.0588235,70.16666667,112.5,66.8,100.2,89,121.5,88.6,140.4,107.3333333,112.5,112.2,99.4,89,153.1666667,1
86.91666667,156.0833333,92.23529412,151.2941176,68.5,113,64.6,101,85.25,123.25,85.6,140.6,107.8333333,113.5,111,102,87,151.9166667,0
88.33333333,159.0833333,87.82352941,152.8235294,68.16666667,113.3333333,64.6,101.2,89.75,126.5,89.6,143.8,109.1666667,113,111.6,100.8,88.58333333,151.5833333,0
88.66666667,156.8333333,85.47058824,151.9411765,70.33333333,112,68,103,88.25,120.75,88.6,138.8,104.1666667,111,106,100.2,88.58333333,153.25,1
87.08333333,157.0833333,96.11764706,152.7058824,71.33333333,111,68.8,100.4,84.5,122.25,85.2,141.4,106.5,111.5,107.8,100.6,86.83333333,152,0
89.5,157.1666667,85.94117647,153.1176471,67.16666667,113.1666667,64.6,101,91,121.75,90.6,138.8,109.8333333,112.3333333,112.4,100.6,89.75,148,0
,,,,,,,,,,,,,,,,,,0
87.16666667,161.1666667,89.94117647,153.0588235,69.66666667,112.6666667,67.4,99.2,86.5,125.5,85.8,143.4,107.8333333,114.8333333,113.4,102,87.25,152.4166667,0
88.91666667,156.0833333,90.05882353,147.7058824,70.16666667,113.6666667,69.2,99.2,89,121.5,89,136.8,107.5,113.6666667,109.6,99.6,88.91666667,149.25,0
86.5,156.4166667,91.64705882,146.3529412,69.66666667,112.3333333,66.6,101.8,84.25,126,85.2,142.6,106.3333333,111.6666667,106.6,100.2,86.41666667,152.3333333,0
80.25,161.6666667,101,150.2941176,76.16666667,102.5,75.4,88.4,76.75,116.5,77.6,139.6,104.1666667,103.6666667,105.6,88.6,79.58333333,154.5833333,0
,,,,,,,,,,,,,,,,,,0
90.83333333,161.0833333,85.41176471,156.9411765,70.16666667,113.3333333,67.2,98.2,92.75,122.25,92.6,140.8,105.6666667,110.6666667,108,95,91,152.1666667,1
89.08333333,155.0833333,86.29411765,149.4705882,69.66666667,111.6666667,68,100.4,91,123,90,139.8,110.8333333,113.8333333,112.8,102.6,89.25,150.3333333,0
88.58333333,155.25,88.88235294,154.7647059,66.83333333,113,62.6,102.6,87.5,123,87.6,138.6,110.8333333,113.8333333,114.8,103.6,88.58333333,148.75,0
87.58333333,155.4166667,86.94117647,149.4705882,68.83333333,111.6666667,67,101.8,89.25,125.75,88.2,143,108.8333333,112.8333333,112.4,104,87.83333333,151.5833333,0
90.41666667,159.9166667,92.17647059,153.4705882,67.66666667,112,63.6,101.2,86.5,128,87.2,146.2,108.6666667,113.3333333,111.2,101,90.16666667,152.6666667,0
89.08333333,155.8333333,92.64705882,145.9411765,68.5,112.6666667,63.8,100.8,84.25,128,85.6,144,107.5,113.1666667,110,101.2,88.66666667,152.8333333,0
,,,,,,,,,,,,,,,,,,0
88.91666667,155,85.17647059,149.5294118,70,112.5,68.4,102,91,124.5,89.8,141.6,108.1666667,112.6666667,110.6,102.4,88.83333333,151,0
90.25,157.25,85.58823529,150.0588235,68.16666667,113.5,65.4,100.8,93,124.5,92.8,140.8,108,113.5,111.6,102,90.16666667,149.5833333,0
84.25,162.9166667,97.47058824,158.8823529,73,112.3333333,69.6,97.8,80,120.25,81,139.2,106.6666667,112.1666667,108.2,97,84.08333333,152.25,0
88.41666667,156.6666667,88.88235294,155.1176471,69.5,113,65.4,101,88,123.5,88.2,142,107.5,112.1666667,112.2,99.6,88.5,153.0833333,1
87.25,157.0833333,93.88235294,148.7647059,69.66666667,111.1666667,65.4,99.6,83.25,121.25,85.2,138.6,106.1666667,111.5,109,99.6,87.16666667,150.5833333,0
85.66666667,158.4166667,93.17647059,156.4117647,71.66666667,112.3333333,69.2,104,83,120.5,83.6,138.8,106.5,111.1666667,109.8,102.6,85.33333333,153.25,1
85,158.3333333,95.94117647,151.7647059,68.83333333,112,65.4,100.6,79.25,126.5,80.8,143.6,106.1666667,112.8333333,107.2,101.4,84.83333333,153.1666667,0
90.25,156.0833333,80,155.4117647,68.5,113.8333333,66.6,102,95,121.25,93.6,137.2,107.3333333,112.8333333,109.6,101.4,90.58333333,148.75,0
94.33333333,153.9166667,75.70588235,160.4705882,68.16666667,109,65,96.2,97.5,115.25,96.6,133.4,103.6666667,118.5,106.4,104.8,95.5,147.5833333,0
88.5,159.0833333,86.94117647,149.0588235,69.66666667,113.3333333,64.8,104.8,90.75,127,90.4,143.6,107.6666667,112.5,111.4,103.8,88.58333333,153.8333333,1
93.5,157.5833333,75.76470588,149.4705882,70.5,110.1666667,68.6,98.4,101,121.5,98.2,139.8,108.5,110.1666667,114.4,98.2,94.16666667,152.9166667,0
89.75,158.5833333,89.41176471,157.1176471,70.16666667,117.8333333,67.8,104.2,90,123.75,90,140,108.1666667,116.8333333,111,103.2,89.75,150.25,0
88.16666667,155.25,87.64705882,150.9411765,68.66666667,112,65.4,96.6,89,119,88.4,136.4,108.1666667,113.3333333,112,98.4,88.08333333,147.8333333,0
87.41666667,154,90.29411765,153.8235294,69.33333333,112,67.8,100.2,87.5,117.25,87.4,135.8,107.6666667,111.5,110.6,99.8,87.33333333,149.3333333,0
88.58333333,157,87.23529412,150.2941176,67.33333333,113.6666667,64.6,99.6,90,124.5,89.4,141.4,110.1666667,113.3333333,113.4,98.4,88.58333333,149,0
85.58333333,155.3333333,94.29411765,150.6470588,69.5,112.1666667,65,103.4,82.25,123,84.2,141.2,105.6666667,111.3333333,106.4,102,85.66666667,152.5,1
88,154.0833333,88.58823529,153.7058824,67,112.3333333,62.6,98.2,88.25,121.5,88.2,138.6,110.3333333,113.3333333,114.8,100.4,88,151.0833333,0
88,156.6666667,88.94117647,153.2941176,66.33333333,113.8333333,62.6,102.2,87,122.5,87.2,139,109.6666667,113.3333333,112.2,101.2,88.25,148.8333333,0
86.75,155.9166667,92.52941176,150.7647059,69.66666667,114,66,101.4,85.25,122,86.2,138.2,106.5,112.3333333,108.4,99.4,86.91666667,149.9166667,0
88.41666667,153.75,89.76470588,154.5294118,69,114.3333333,63,103.4,88,121.5,88.4,138.4,108.1666667,113.5,113.4,102.4,88.58333333,151.0833333,0
86,156.4166667,97.11764706,153.0588235,70.33333333,113.8333333,66.4,99.8,82.75,120.25,84.6,139,107.3333333,112,107.6,96.4,85.58333333,151.6666667,0
88.25,156.75,89.82352941,154.5294118,69.83333333,112.5,65,100.4,89,122.75,89,141.4,107.1666667,111.6666667,111.8,100.2,88.33333333,151.3333333,1
90.66666667,155.25,85.11764706,154.8823529,68.66666667,111.3333333,66.6,97.4,92,116.5,91.4,134,108.8333333,113.8333333,111.4,99.8,90.91666667,147.4166667,0
90.41666667,155.5833333,84.88235294,146.5882353,69,112.3333333,68.6,101.2,91.5,124.75,91,141.6,108.5,112,110.4,101.8,90.25,151.5,0
90.5,160.0833333,77.29411765,155.2941176,71.66666667,114.1666667,70.6,100.4,96,125,95,143.2,103.3333333,110.1666667,107.8,97.6,91,152.25,0
,,,,,,,,,,,,,,,,,,0
86.25,155.75,93.47058824,152.3529412,67.66666667,113.5,63.6,104,83,124.25,84.4,141.8,106.8333333,112,108.4,101.2,86.08333333,152.0833333,1
87.75,157.8333333,89.29411765,149.2352941,67.66666667,112.6666667,64,98.8,86.75,123,87.2,140.8,108.3333333,112.5,111.2,98.8,87.83333333,151.9166667,0
,,,,,,,,,,,,,,,,,,1
89.5,156.3333333,89.41176471,149.5882353,70.16666667,112,66.2,99.6,89,125,89,141.6,108,113.1666667,112.8,101.8,89.16666667,152.5,0
87.91666667,155.25,91.35294118,153.4705882,70.66666667,112.3333333,65.2,101.4,87.25,122.25,87.4,140.2,106.6666667,111.8333333,111.2,100.4,87.75,152.75,1
90.33333333,154.5833333,85.17647059,160.6470588,71.83333333,109.6666667,70.2,98.8,91.75,113.5,91.4,133.2,105.6666667,111.8333333,108.4,100.8,90.41666667,149,0
93.83333333,155,80.94117647,156.7058824,70,112.1666667,69.2,102.8,96.25,119,95.2,137.8,104.6666667,114.1666667,105.2,104.4,94.16666667,150.5,1
85.25,152,95.29411765,158.5294118,69.83333333,113.3333333,67.4,102,81.5,117.5,82.6,135.8,108.6666667,112.3333333,112.2,102.4,85.41666667,149.3333333,1
89.16666667,156.3333333,85.17647059,150.5882353,68.33333333,112.6666667,64.8,101.6,92.5,124,91.4,142,108.3333333,112.3333333,111,101.6,89.25,152.1666667,1
83.33333333,158.6666667,100.9411765,154.3529412,70.5,113.6666667,66.6,95.2,76.25,120.5,78.4,138.8,104.5,111.1666667,106.2,93.2,82.16666667,151.75,0
89.66666667,155.75,86.05882353,147.2352941,71.33333333,111.6666667,71.2,99.2,91.5,123.5,90.6,139.8,107.1666667,112.1666667,109.6,100.2,89.83333333,150.8333333,0
90.66666667,155.9166667,80.94117647,150.2352941,70.66666667,111.1666667,69,99,94.5,122.75,93,139.4,105.8333333,112.8333333,110,102,91.08333333,150.75,0
85.58333333,156.5833333,97.58823529,150.4705882,71.5,111.5,67,101.4,79.25,121.5,81.8,139.2,104.8333333,110.3333333,105.6,100,85,153.1666667,1
91.25,157.9166667,75.94117647,154.2941176,71.83333333,110.5,70,93.8,98.25,121,96.4,139,105.3333333,114,110.2,98.4,92.5,152.25,0
90.66666667,162.5833333,85.88235294,156.4705882,69.66666667,114.1666667,68.2,102.2,93.25,127.75,92.4,146.6,109.8333333,112.5,113.4,100,90.5,153.9166667,0
90.08333333,159.25,84.94117647,154.2352941,69.66666667,114.5,65.6,105.4,95.5,126.25,94.2,142.6,110.1666667,112.1666667,114.4,102,90.16666667,152.5,1
89.25,160.4166667,86.94117647,153.4705882,68,112.6666667,65.8,98.8,91,122.5,90.8,139.6,109.6666667,112.8333333,113.4,99.8,89.08333333,150.1666667,0
89.16666667,154.9166667,87.82352941,154.0588235,67.66666667,113.8333333,64.4,100.8,88.5,120.25,88.8,137.6,108,112.3333333,109.8,99.2,88.91666667,148.5,0
87.16666667,157.3333333,94.58823529,147.8235294,68.66666667,113,65,99.6,84.25,125,86,142.6,107.1666667,113.1666667,107.6,99.2,87.25,153.3333333,0
86.91666667,155,89.58823529,154.7058824,70.16666667,112.1666667,68.8,98.6,86.75,118,86.8,136.2,106.6666667,111.3333333,108.4,97,86.75,147.3333333,0
88.66666667,156.3333333,86.94117647,149.1764706,69.33333333,112.6666667,68,104.8,90,125,89.4,141.6,106.8333333,112.6666667,109.6,104.8,88.66666667,153.1666667,1
88.33333333,155.9166667,88.17647059,156.7647059,65,112.6666667,59.2,104.4,88,114.5,88,132,110,110.8333333,114.8,101.4,88.5,146.4166667,1
86.5,155.0833333,91.23529412,155.4705882,69.66666667,114.6666667,67.6,103.8,85.5,121.25,85.8,138.8,106.3333333,112.6666667,108,100,86.5,152.4166667,1
89.58333333,183.3333333,84.70588235,172.0588235,62.5,126.1666667,60,110.2,89.25,139.75,89.4,162.4,110.3333333,125.5,113.2,109.6,89.5,177.0833333,0
80.08333333,161.1666667,91.94117647,158.0588235,71.83333333,113.1666667,71.2,98.6,81.75,120.25,79.6,141.2,106.5,116.5,109.6,101.2,80,153.6666667,1
91,158.25,83.05882353,157.2352941,69,112.6666667,68.2,101.8,96.25,123.25,94.8,141,109,112.6666667,112.4,101.6,91.75,150.5833333,0
88.91666667,157.5,90.23529412,153.8823529,67,113,62.6,102.2,87,124,87.4,141,109.1666667,113.8333333,112.4,103.2,88.58333333,150.0833333,0
84.75,156.5,93.41176471,155,69.66666667,113,67,100.2,80,120.5,81.2,137.6,108.6666667,112.1666667,110.6,98.2,84.58333333,149,0
82.16666667,156.5,94.47058824,149.2352941,67.16666667,107.6666667,64.6,96.2,78,118.25,78.8,136.8,104.8333333,109.5,109.4,101.2,81.66666667,151.4166667,0
89,153.1666667,88.88235294,154.4117647,68.5,113.3333333,64.2,103.2,89.25,121.5,89.2,138.4,108.6666667,113.3333333,112.4,103.2,89.08333333,150.6666667,1
,,,,,,,,,,,,,,,,,,0
87.41666667,160.25,89.88235294,152.0588235,66.16666667,112,62.2,97.8,85.75,122.25,86.2,139.4,109.6666667,113.5,112.8,99.4,87.75,149,0
91.83333333,157.9166667,81.76470588,152.4705882,70.16666667,114,68.6,100.6,98.25,126.25,96.2,143.6,110.3333333,113.3333333,115,101,92.16666667,152.5,0
87.5,161.3333333,90.11764706,155.2352941,67,113.3333333,64,101.2,86,126.25,86.2,144.6,110,113.3333333,112.6,101.4,87.5,153.0833333,0
89,157.3333333,87.35294118,153.1764706,69,113.3333333,67.6,102.6,89.25,122.5,89,140.4,107.1666667,112.8333333,109.6,102.8,88.83333333,151.8333333,1
94.16666667,156.9166667,78.70588235,152.4117647,70.66666667,109.6666667,68.8,96.4,96.75,118.25,95.8,136.4,103.6666667,112.8333333,105.4,100.4,94.75,149.25,0
88.33333333,153.4166667,88.58823529,153.4705882,69.83333333,111,67,99.8,88,120.25,88.2,137.6,106.5,111.8333333,109.6,101,88.41666667,146.75,1
91.08333333,159.8333333,84.11764706,157.7058824,69.5,113.5,66.2,100,97,123.5,95.6,142.4,109.3333333,111.6666667,111.6,99,91.66666667,153.8333333,1
87.5,160.0833333,88.23529412,156.2352941,67.66666667,113.3333333,65.8,100.8,86.5,120.5,86.6,138.2,108.5,113.3333333,111.4,100,87.66666667,148.6666667,0
91.08333333,162.5,83.88235294,155.0588235,68.5,114.1666667,66,102,94.75,131,93,147.4,111.1666667,113.1666667,116.8,100.6,90.5,154.8333333,1
90.75,156.3333333,81.23529412,153.6470588,68.66666667,111.1666667,67.8,99.6,93,117.75,92.2,135,106.3333333,112.5,108.2,100.6,90.91666667,149.5833333,1
84.5,157.75,99.11764706,153.2941176,72.33333333,108.3333333,69.8,96.8,79.25,117.5,80.8,135.8,105.1666667,109.5,106.2,98.8,84.08333333,150.5833333,1
,,,,,,,,,,,,,,,,,,1
84.5,163.0833333,96.88235294,156.2941176,71.5,112.5,70,97.8,78.5,120.75,80.4,139,106,111.5,107.2,97.8,83.91666667,151.6666667,1
88.58333333,157.1666667,90.70588235,153.1764706,70,112.8333333,65,100.2,86.5,123.25,87.2,140.8,107.6666667,112.5,110.8,100.6,88.58333333,153.4166667,1
88.58333333,157.5833333,88.88235294,153.5882353,68.5,111.6666667,64.4,97.8,88.75,125.25,88.4,142.6,109.1666667,112.5,113.8,99,88.75,152.1666667,0
87,156.3333333,92.52941176,153.7647059,68,112.1666667,64.8,103.6,84.5,124.25,85.6,141.6,108.3333333,112.8333333,110,103.6,87,152.1666667,1
89.25,159,89.70588235,150.4705882,66.5,112.8333333,64.8,101.4,87.75,127.75,87.6,145.2,111.5,113.6666667,113.8,100.8,88.91666667,151.8333333,0
88.91666667,156.0833333,87.11764706,146.9411765,68.5,112.5,65.8,102.8,89,124,88.8,140.6,107.8333333,113.5,110.6,103.6,88.75,151.6666667,0
88.08333333,158.5833333,88.35294118,155.1764706,68.16666667,113.8333333,65.2,100.6,88.5,120.25,88.8,138,108.8333333,113.3333333,110.8,100.4,88.08333333,149.5,0
90.25,156.25,83,150.2352941,69.66666667,113.8333333,67.4,102.8,91.25,122.75,91.2,138.6,107.3333333,111.5,110,100.4,89.75,151.5,1
88.83333333,159.75,85.17647059,150.3529412,69.16666667,111.3333333,66.6,99.2,91.5,122.25,90.8,139.4,108.5,113.5,112.6,103,89.16666667,150.6666667,0
89.16666667,156.3333333,85.41176471,147.0588235,71.5,113.5,69.2,103.2,93,124.75,91.8,141.6,108.3333333,112.8333333,111.6,101.2,89.33333333,152.3333333,0
86.5,156.1666667,91.52941176,150.1176471,66.83333333,113.1666667,63.6,102.4,83.5,126.5,84.4,144.8,108.3333333,112.8333333,110,102,86.58333333,152.3333333,0
87.83333333,155.0833333,88.17647059,147,69.33333333,112.5,65.8,101,88,122.75,88,139.6,107.3333333,112.3333333,110.8,100.6,87.83333333,150.5833333,0
89.5,159.75,87.58823529,148.4117647,70.5,111.8333333,67.6,102,91.25,125.25,90.6,140.8,107.6666667,113.5,110,103,89.58333333,150.5833333,0
87.91666667,156.75,89.23529412,148.2352941,69.16666667,112.8333333,66,102,87,123.25,87.4,140,107.6666667,112.6666667,109.2,100,87.91666667,150.9166667,0
86,156.8333333,95.23529412,152.1176471,69.66666667,113.6666667,66,100.8,83.5,120,85.2,136.4,107.3333333,110.6666667,109.6,97.2,86.16666667,150.6666667,1
87.91666667,160,91.17647059,152.4705882,67.66666667,111.6666667,66,95.6,86.5,124.5,86.4,142.8,110,114.8333333,113.6,99.2,88.08333333,151.6666667,0
87.5,156,92.47058824,147.5294118,70.66666667,112.3333333,68.2,103,86.25,124,87.4,141,106.3333333,112.3333333,107.8,100.8,87.75,151.8333333,1
88.75,154.5,88.58823529,154.5294118,70,111.8333333,67.2,97.4,89,118,88.8,136.8,108,113,112,98.8,88.66666667,148.25,0
88,158.25,89.17647059,154.7058824,70,112.3333333,66.8,102.2,88,125,88.2,142.6,107.5,112.6666667,111.2,103.6,88.16666667,152.4166667,1
88.66666667,156.3333333,88.17647059,149.7058824,67.66666667,112.6666667,64.2,102,87,125,88,141,106.5,112.6666667,108.2,102,88.58333333,152,1
88.5,157.5833333,88.35294118,147.3529412,70,113.1666667,67.6,102.4,89,126.25,89,142.8,107.5,112.5,110.6,101.8,88.33333333,154.25,0
87.25,154.8333333,96.11764706,152.2352941,70.66666667,112.8333333,65.6,100.2,84.25,121.5,86,138.8,108.1666667,112.1666667,110,97.8,87.33333333,151.8333333,1
88.83333333,157.9166667,88.17647059,152.3529412,67.83333333,112.8333333,65.4,101.4,90,120.75,89.8,137.8,108.8333333,112.3333333,110.4,101.4,88.83333333,148.5,0
89.66666667,162,72.94117647,149.9411765,72.5,114.1666667,71.2,98.2,99,125.5,96.4,145.4,108.6666667,110.1666667,113.2,95,90.41666667,158.1666667,0
87,158.5833333,94.58823529,148.5294118,68.66666667,111.8333333,65,100.8,82.75,127,84.2,143.8,105.8333333,112.6666667,107,101.8,86.66666667,153.3333333,0
86.08333333,158.5,96.64705882,147.0588235,67.83333333,112.3333333,62.8,97.8,83,122.25,84.6,139.4,107.6666667,112.8333333,109.4,98.8,86.16666667,150.1666667,0
90.33333333,159.3333333,86,155.1176471,69.5,113.8333333,66.2,105.4,92,127.25,91.4,144.2,108,113.1666667,112.6,104.6,90.16666667,153.0833333,1
86.5,158.5,92.76470588,155,67.33333333,111.6666667,65.4,100.8,82,127,83.4,145.2,108,115.3333333,109.2,104.2,86.5,153.4166667,0
87.33333333,155.5833333,89.76470588,151.1764706,70.66666667,111.8333333,68.4,100.2,87.5,119.5,87.8,136.8,106.5,111.5,107.8,98.8,87.5,150.5,0
90.83333333,157.1666667,87.35294118,157,70,113.6666667,66.2,102.2,91.75,122.75,92.2,139.6,107.1666667,114,111.2,103.6,90.83333333,150.3333333,1
90.08333333,152.1666667,91.23529412,157.2941176,69.16666667,113.1666667,66.2,97.6,89,114.25,89.6,134,110.8333333,111.5,112.8,96.2,90,147.9166667,1
91.16666667,159.25,80.41176471,148.3529412,71.5,111.1666667,69.6,96.8,95.75,124.25,94.2,141.8,106.8333333,111.8333333,112.4,97.8,91.58333333,153,0
86,159.5833333,91.05882353,153.8235294,67.5,110.6666667,65.2,100.6,81.25,125.5,82.4,143,107.8333333,114.1666667,108.8,104.2,85.83333333,152,0
88,155.75,88,154.7058824,68.16666667,113,66.2,100.8,87.75,115.25,88.2,134,108,112.6666667,110,99.8,88,149.3333333,1
90.16666667,156.25,85.11764706,146.9411765,70.16666667,112.6666667,68.4,100.8,93.5,123.75,92.2,140.2,108.3333333,113.3333333,111.8,102.2,90.41666667,150.4166667,0
88.66666667,158.5,88.58823529,154.4705882,67.33333333,113.3333333,64.6,104,89,125,88.8,142,111.1666667,112.3333333,114.6,103.8,88.58333333,150.5,0
78.33333333,167.5833333,105.5294118,158.1764706,66.83333333,99.16666667,65.2,87,69.5,123.75,71.4,146.2,105.3333333,111.3333333,105.4,99.4,77.58333333,159.0833333,1
90.91666667,157.9166667,81.76470588,151.2941176,70,112.1666667,69.2,98.4,95,123.25,93.8,141.4,108.3333333,113.5,110.6,100.2,91.83333333,151.0833333,0
88.66666667,156.1666667,88.29411765,148.4117647,70,113,67,101.4,88.25,123,88.4,139.8,107.6666667,113.1666667,110,101.8,88.83333333,150.6666667,0
88.58333333,158.0833333,92.70588235,149.5294118,70.83333333,109.8333333,69.2,101.2,88,124.75,88,142.2,105.6666667,112.5,107.2,103.8,88.75,155.25,1
88.33333333,156.9166667,89.52941176,155.2941176,69.66666667,112.5,67.6,100.2,88.5,121.5,88.4,139.8,108.6666667,113.5,111.6,102,88.25,151.4166667,1
87.58333333,156.6666667,96.23529412,151.9411765,70.33333333,112.3333333,66.2,104.6,83.25,123.5,85.4,140.8,106,111.3333333,105.8,102.8,87.5,153.1666667,1
86.25,157.1666667,97.64705882,150.5294118,72.66666667,111.8333333,69.4,100.4,83.25,121.5,84.6,138.4,106,111,107.4,99.8,85.91666667,150.4166667,0
88.33333333,157.3333333,88.76470588,149.0588235,69.33333333,111.8333333,68.6,99.6,87,125.25,87,143,107.6666667,112.3333333,109.4,100.6,88.16666667,151.75,0
87.91666667,155,89.64705882,152.4705882,68.5,112.3333333,66.2,100.8,88,123,87.8,140.4,108.1666667,112.6666667,110.8,101,88.33333333,151.6666667,0
85.75,155.1666667,88.82352941,158.2352941,74.5,121.1666667,71.8,107.4,85.5,122,85.2,138,103,125,106.6,110.8,85.66666667,152.6666667,1
84.58333333,156.8333333,100.7058824,152.2352941,71.16666667,109.5,66.4,95,77.25,122,79.2,140.8,106.5,113.6666667,109.6,99.8,84.25,152.6666667,0
88.33333333,157.0833333,89.05882353,149.3529412,68.66666667,112.1666667,64.4,102,87.75,123.25,87.6,140,108,113.1666667,111.8,103,88.25,151.5,1
90.33333333,156.75,82.29411765,150.7058824,71,111.1666667,70,102.2,93.5,124,92.4,141,106.5,112.1666667,109.6,104.2,90.5,153,1
88.08333333,155.4166667,88.64705882,151.2941176,69.66666667,113.5,68.2,100.4,88.75,120,88,136.8,107.8333333,113.6666667,108.6,100.2,87.91666667,148.8333333,1
89.33333333,155.8333333,86.64705882,149.7647059,69.66666667,113.8333333,66.8,101.8,89.75,124.25,89.6,141.2,108,113.1666667,112.6,102,89.5,152.5833333,0
88.91666667,164.5833333,92.35294118,156.2352941,71.66666667,111,69.6,102.2,86,120,86.6,136,104.6666667,112.1666667,106.6,103.2,88.33333333,148.3333333,1
